ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,demand
2021-03-01 11:00:00,75.2249636474274,41.40867839077826,133.83575625415685,75.2249636474274,75.2249636474274,11.339882095202826,11.339882095202826,11.339882095202826,11.933487170812262,11.933487170812262,11.933487170812262,-4.613331381355967,-4.613331381355967,-4.613331381355967,4.0197263057465324,4.0197263057465324,4.0197263057465324,0.0,0.0,0.0,86.56484574263023,2021-03-01 11:00:00
2021-03-01 12:00:00,75.22504903034886,44.139077514651596,136.7347429565375,75.22504903034886,75.22504903034886,16.41061770911627,16.41061770911627,16.41061770911627,17.29452900537308,17.29452900537308,17.29452900537308,-4.920216177205268,-4.920216177205268,-4.920216177205268,4.036304880948456,4.036304880948456,4.036304880948456,0.0,0.0,0.0,91.63566673946512,2021-03-01 12:00:00
2021-03-01 13:00:00,75.22513441327033,46.21675025154148,140.90088753178958,75.22513441327033,75.22513441327033,19.95091170471341,19.95091170471341,19.95091170471341,21.097173102525957,21.097173102525957,21.097173102525957,-5.198970804698543,-5.198970804698543,-5.198970804698543,4.052709406885994,4.052709406885994,4.052709406885994,0.0,0.0,0.0,95.17604611798373,2021-03-01 13:00:00
2021-03-01 14:00:00,75.2252197961918,52.92892222551173,145.4309500590223,75.2252197961918,75.2252197961918,22.072469332613817,22.072469332613817,22.072469332613817,23.45369683631244,23.45369683631244,23.45369683631244,-5.450166697772299,-5.450166697772299,-5.450166697772299,4.068939194073679,4.068939194073679,4.068939194073679,0.0,0.0,0.0,97.29768912880562,2021-03-01 14:00:00
2021-03-01 15:00:00,75.22530517911325,48.35792388134235,146.44563747595691,75.22530517911325,75.22530517911325,23.111259555108344,23.111259555108344,23.111259555108344,24.700819971771214,24.700819971771214,24.700819971771214,-5.674553978127591,-5.674553978127591,-5.674553978127591,4.084993561464721,4.084993561464721,4.084993561464721,0.0,0.0,0.0,98.3365647342216,2021-03-01 15:00:00
2021-03-01 16:00:00,75.22539056203472,52.378399465816685,146.34245432947745,75.22539056203472,75.22539056203472,22.936785348371206,22.936785348371206,22.936785348371206,24.708960436742473,24.708960436742473,24.708960436742473,-5.873046924826948,-5.873046924826948,-5.873046924826948,4.100871836455683,4.100871836455683,4.100871836455683,0.0,0.0,0.0,98.16217591040592,2021-03-01 16:00:00
2021-03-01 17:00:00,75.22547594495619,49.949476748264765,139.79253642561537,75.22547594495619,75.22547594495619,20.777580332905718,20.777580332905718,20.777580332905718,22.707715240649236,22.707715240649236,22.707715240649236,-6.04670826266467,-6.04670826266467,-6.04670826266467,4.11657335492115,4.11657335492115,4.11657335492115,0.0,0.0,0.0,96.0030562778619,2021-03-01 17:00:00
2021-03-01 18:00:00,75.22556132787764,44.57496946444448,135.91829066206463,75.22556132787764,75.22556132787764,15.89564134109454,15.89564134109454,15.89564134109454,17.96027634664757,17.96027634664757,17.96027634664757,-6.19673246679278,-6.19673246679278,-6.19673246679278,4.132097461239749,4.132097461239749,4.132097461239749,0.0,0.0,0.0,91.12120266897219,2021-03-01 18:00:00
2021-03-01 19:00:00,75.22564671079911,36.7453561923502,129.54716006197341,75.22564671079911,75.22564671079911,8.555176012645003,8.555176012645003,8.555176012645003,10.732160793294824,10.732160793294824,10.732160793294824,-6.324428288979507,-6.324428288979507,-6.324428288979507,4.147443508329685,4.147443508329685,4.147443508329685,0.0,0.0,0.0,83.78082272344412,2021-03-01 19:00:00
2021-03-01 20:00:00,75.22573209372058,26.462888877630373,123.72497335622441,75.22573209372058,75.22573209372058,0.3167019118146023,0.3167019118146023,0.3167019118146023,2.585291770353377,2.585291770353377,2.585291770353377,-6.431200716181988,-6.431200716181988,-6.431200716181988,4.162610857643213,4.162610857643213,4.162610857643213,0.0,0.0,0.0,75.54243400553518,2021-03-01 20:00:00
2021-03-01 21:00:00,75.22581747664205,20.29585732670361,113.89442396031691,75.22581747664205,75.22581747664205,-6.778238830798244,-6.778238830798244,-6.778238830798244,-4.437305135681881,-4.437305135681881,-4.437305135681881,-6.518532574332331,-6.518532574332331,-6.518532574332331,4.177598879215964,4.177598879215964,4.177598879215964,0.0,0.0,0.0,68.4475786458438,2021-03-01 21:00:00
2021-03-01 22:00:00,75.22590285956352,20.12769037269816,110.7345472429579,75.22590285956352,75.22590285956352,-11.540306123347428,-11.540306123347428,-11.540306123347428,-9.144747085119292,-9.144747085119292,-9.144747085119292,-6.5879659899145455,-6.5879659899145455,-6.5879659899145455,4.19240695168641,4.19240695168641,4.19240695168641,0.0,0.0,0.0,63.68559673621609,2021-03-01 22:00:00
2021-03-01 23:00:00,75.22598824248499,13.72465322311717,108.01915306401479,75.22598824248499,75.22598824248499,-14.350997316187335,-14.350997316187335,-14.350997316187335,-11.9169478583737,-11.9169478583737,-11.9169478583737,-6.6410839201135,-6.6410839201135,-6.6410839201135,4.2070344622998626,4.2070344622998626,4.2070344622998626,0.0,0.0,0.0,60.874990926297656,2021-03-01 23:00:00
2021-03-02 00:00:00,75.22607362540644,12.683548936873393,105.71729621394489,75.22607362540644,75.22607362540644,-16.627981515383922,-16.627981515383922,-16.627981515383922,-14.16997036601102,-14.16997036601102,-14.16997036601102,-6.679491956330494,-6.679491956330494,-6.679491956330494,4.221480806957591,4.221480806957591,4.221480806957591,0.0,0.0,0.0,58.59809211002252,2021-03-02 00:00:00
2021-03-02 01:00:00,75.22615900832791,5.448021443528747,105.17873240408575,75.22615900832791,75.22615900832791,-19.49647312969737,-19.49647312969737,-19.49647312969737,-17.02741792111199,-17.02741792111199,-17.02741792111199,-6.704800598793291,-6.704800598793291,-6.704800598793291,4.235745390207907,4.235745390207907,4.235745390207907,0.0,0.0,0.0,55.72968587863054,2021-03-02 01:00:00
2021-03-02 02:00:00,75.22624439124938,4.66044820953603,100.17977190682369,75.22624439124938,75.22624439124938,-22.812991796088895,-22.812991796088895,-22.812991796088895,-20.344211231144612,-20.344211231144612,-20.344211231144612,-6.71860819024968,-6.71860819024968,-6.71860819024968,4.2498276253053975,4.2498276253053975,4.2498276253053975,0.0,0.0,0.0,52.413252595160486,2021-03-02 02:00:00
2021-03-02 04:00:00,75.22641515709232,5.873305798458125,95.04405589823429,75.22641515709232,75.22641515709232,-25.769503755782353,-25.769503755782353,-25.769503755782353,-23.328990090546977,-23.328990090546977,-23.328990090546977,-6.717956412789336,-6.717956412789336,-6.717956412789336,4.277442747553953,4.277442747553953,4.277442747553953,0.0,0.0,0.0,49.456911401309966,2021-03-02 04:00:00
2021-03-02 06:00:00,75.22658592293524,7.710307824127529,102.02879921355874,75.22658592293524,75.22658592293524,-19.848396777577317,-19.848396777577317,-19.848396777577317,-17.46322892527098,-17.46322892527098,-17.46322892527098,-6.68948950642437,-6.68948950642437,-6.68948950642437,4.304321654118031,4.304321654118031,4.304321654118031,0.0,0.0,0.0,55.37818914535792,2021-03-02 06:00:00
2021-03-02 07:00:00,75.22667130585671,12.255605277618079,108.42375534427926,75.22667130585671,75.22667130585671,-14.926134717368907,-14.926134717368907,-14.926134717368907,-12.575353294592134,-12.575353294592134,-12.575353294592134,-6.668265075263424,-6.668265075263424,-6.668265075263424,4.317483652486652,4.317483652486652,4.317483652486652,0.0,0.0,0.0,60.3005365884878,2021-03-02 07:00:00
2021-03-02 08:00:00,75.22675668877818,17.351606197744168,112.09375184592182,75.22675668877818,75.22675668877818,-9.403403679351563,-9.403403679351563,-9.403403679351563,-7.089820755549979,-7.089820755549979,-7.089820755549979,-6.644042889473316,-6.644042889473316,-6.644042889473316,4.3304599656717295,4.3304599656717295,4.3304599656717295,0.0,0.0,0.0,65.82335300942663,2021-03-02 08:00:00
2021-03-02 09:00:00,75.22684207169965,25.274386099225378,118.80482739981512,75.22684207169965,75.22684207169965,-3.2856508427684075,-3.2856508427684075,-3.2856508427684075,-1.0109541133030806,-1.0109541133030806,-1.0109541133030806,-6.617946797743261,-6.617946797743261,-6.617946797743261,4.343250068277934,4.343250068277934,4.343250068277934,0.0,0.0,0.0,71.94119122893125,2021-03-02 09:00:00
2021-03-02 10:00:00,75.22692745462112,30.060998990060252,123.4791629434437,75.22692745462112,75.22692745462112,3.303074017629311,3.303074017629311,3.303074017629311,5.538214059114356,5.538214059114356,5.538214059114356,-6.590993485213571,-6.590993485213571,-6.590993485213571,4.355853443728526,4.355853443728526,4.355853443728526,0.0,0.0,0.0,78.53000147225043,2021-03-02 10:00:00
2021-03-02 11:00:00,75.22701283754259,39.41354783599066,132.30935960818817,75.22701283754259,75.22701283754259,9.73766948001216,9.73766948001216,9.73766948001216,11.933487170888375,11.933487170888375,11.933487170888375,-6.564087275190764,-6.564087275190764,-6.564087275190764,4.368269584314549,4.368269584314549,4.368269584314549,0.0,0.0,0.0,84.96468231755475,2021-03-02 11:00:00
2021-03-02 12:00:00,75.22709822046404,45.04976886779622,136.98612528173535,75.22709822046404,75.22709822046404,15.137010436097627,15.137010436097627,15.137010436097627,17.29452900543354,17.29452900543354,17.29452900543354,-6.538016560531118,-6.538016560531118,-6.538016560531118,4.380497991195209,4.380497991195209,4.380497991195209,0.0,0.0,0.0,90.36410865656167,2021-03-02 12:00:00
2021-03-02 13:00:00,75.22718360338551,50.551765342751175,139.5310856167207,75.22718360338551,75.22718360338551,18.976259426406834,18.976259426406834,18.976259426406834,21.097173102576527,21.097173102576527,21.097173102576527,-6.51345185059839,-6.51345185059839,-6.51345185059839,4.392538174428703,4.392538174428703,4.392538174428703,0.0,0.0,0.0,94.20344302979234,2021-03-02 13:00:00
2021-03-02 14:00:00,75.22726898630698,50.9212477399035,142.57418387675654,75.22726898630698,75.22726898630698,21.367141090093934,21.367141090093934,21.367141090093934,23.453696836291222,23.453696836291222,23.453696836291222,-6.490945399155095,-6.490945399155095,-6.490945399155095,4.404389652957807,4.404389652957807,4.404389652957807,0.0,0.0,0.0,96.59441007640092,2021-03-02 14:00:00
2021-03-02 15:00:00,75.22735436922845,51.97366257873809,145.75530048077775,75.22735436922845,75.22735436922845,22.64593956751857,22.64593956751857,22.64593956751857,24.70081997171495,24.70081997171495,24.70081997171495,-6.470932358860522,-6.470932358860522,-6.470932358860522,4.4160519546641375,4.4160519546641375,4.4160519546641375,0.0,0.0,0.0,97.87329393674702,2021-03-02 15:00:00
2021-03-02 16:00:00,75.2274397521499,50.1569755921487,144.52894604082312,75.2274397521499,75.2274397521499,22.682751663711908,22.682751663711908,22.682751663711908,24.70896043668283,24.70896043668283,24.70896043668283,-6.453733389320404,-6.453733389320404,-6.453733389320404,4.427524616349475,4.427524616349475,4.427524616349475,0.0,0.0,0.0,97.91019141586182,2021-03-02 16:00:00
2021-03-02 17:00:00,75.22752513507137,48.83934785328331,144.28792700475628,75.22752513507137,75.22752513507137,20.70696379615403,20.70696379615403,20.70696379615403,22.707715240593917,22.707715240593917,22.707715240593917,-6.439558628218113,-6.439558628218113,-6.439558628218113,4.438807183778229,4.438807183778229,4.438807183778229,0.0,0.0,0.0,95.9344889312254,2021-03-02 17:00:00
2021-03-02 18:00:00,75.22761051799284,41.012217714537705,136.8997517593966,75.22761051799284,75.22761051799284,15.98166263913023,15.98166263913023,15.98166263913023,17.960276346529874,17.960276346529874,17.960276346529874,-6.428512919070074,-6.428512919070074,-6.428512919070074,4.4498992116704255,4.4498992116704255,4.4498992116704255,0.0,0.0,0.0,91.20927315712308,2021-03-02 18:00:00
2021-03-02 19:00:00,75.22769590091431,39.54334968338429,131.7319736803153,75.22769590091431,75.22769590091431,8.772358881905667,8.772358881905667,8.772358881905667,10.732160793140302,10.732160793140302,10.732160793140302,-6.420602174952907,-6.420602174952907,-6.420602174952907,4.46080026371827,4.46080026371827,4.46080026371827,0.0,0.0,0.0,84.00005478281997,2021-03-02 19:00:00
2021-03-02 20:00:00,75.22778128383577,28.26631851165283,118.70891957260075,75.22778128383577,75.22778128383577,0.6410609378659025,0.6410609378659025,0.6410609378659025,2.585291770208423,2.585291770208423,2.585291770208423,-6.415740744961169,-6.415740744961169,-6.415740744961169,4.4715099126186475,4.4715099126186475,4.4715099126186475,0.0,0.0,0.0,75.86884222170167,2021-03-02 20:00:00
2021-03-02 21:00:00,75.22786666675724,22.65770752827621,117.07230319354815,75.22786666675724,75.22786666675724,-6.369037035536571,-6.369037035536571,-6.369037035536571,-4.437305135782389,-4.437305135782389,-4.437305135782389,-6.4137596398160515,-6.4137596398160515,-6.4137596398160515,4.482027740061869,4.482027740061869,4.482027740061869,0.0,0.0,0.0,68.85882963122067,2021-03-02 21:00:00
2021-03-02 22:00:00,75.2279520496787,20.070422269061705,107.87159404101921,75.2279520496787,75.2279520496787,-11.066809213201754,-11.066809213201754,-11.066809213201754,-9.144747085227802,-9.144747085227802,-9.144747085227802,-6.414415464723214,-6.414415464723214,-6.414415464723214,4.492353336749261,4.492353336749261,4.492353336749261,0.0,0.0,0.0,64.16114283647696,2021-03-02 22:00:00
2021-03-02 23:00:00,75.22803743260016,17.818466351374397,108.01408324490623,75.22803743260016,75.22803743260016,-13.831861457254666,-13.831861457254666,-13.831861457254666,-11.916947858478656,-11.916947858478656,-11.916947858478656,-6.417399901188329,-6.417399901188329,-6.417399901188329,4.5024863024123185,4.5024863024123185,4.5024863024123185,0.0,0.0,0.0,61.39617597534549,2021-03-02 23:00:00
2021-03-03 00:00:00,75.22812281552163,13.204414464796331,104.92153140851558,75.22812281552163,75.22812281552163,-16.079893696195324,-16.079893696195324,-16.079893696195324,-14.169970366097278,-14.169970366097278,-14.169970366097278,-6.422349575928264,-6.422349575928264,-6.422349575928264,4.512426245830217,4.512426245830217,4.512426245830217,0.0,0.0,0.0,59.1482291193263,2021-03-03 00:00:00
2021-03-03 02:00:00,75.22829358136457,3.492885816501992,100.65921896073512,75.22829358136457,75.22829358136457,-22.248962172057084,-22.248962172057084,-22.248962172057084,-20.34421123108714,-20.34421123108714,-20.34421123108714,-6.436476487224044,-6.436476487224044,-6.436476487224044,4.531725546254102,4.531725546254102,4.531725546254102,0.0,0.0,0.0,52.979331409307484,2021-03-03 02:00:00
2021-03-03 03:00:00,75.22837896428604,1.6561538008312637,98.27997044357635,75.22837896428604,75.22837896428604,-24.77782529262044,-24.77782529262044,-24.77782529262044,-22.874166783007556,-22.874166783007556,-22.874166783007556,-6.444742675699984,-6.444742675699984,-6.444742675699984,4.541084166087099,4.541084166087099,4.541084166087099,0.0,0.0,0.0,50.450553671665595,2021-03-03 03:00:00
2021-03-03 04:00:00,75.2284643472075,4.566754902504694,93.48876279532371,75.2284643472075,75.2284643472075,-25.23191365898152,-25.23191365898152,-25.23191365898152,-23.328990090549052,-23.328990090549052,-23.328990090549052,-6.453171857781964,-6.453171857781964,-6.453171857781964,4.5502482893495015,4.5502482893495015,4.5502482893495015,0.0,0.0,0.0,49.99655068822599,2021-03-03 04:00:00
2021-03-03 05:00:00,75.22854973012896,5.658883025102889,98.81036844625335,75.22854973012896,75.22854973012896,-23.231269213200097,-23.231269213200097,-23.231269213200097,-21.329211172794967,-21.329211172794967,-21.329211172794967,-6.46127561055758,-6.46127561055758,-6.46127561055758,4.559217570152448,4.559217570152448,4.559217570152448,0.0,0.0,0.0,51.99728051692887,2021-03-03 05:00:00
2021-03-03 06:00:00,75.22863511305043,6.871145533974615,102.23248159686743,75.22863511305043,75.22863511305043,-19.363806058278186,-19.363806058278186,-19.363806058278186,-17.46322892544707,-17.46322892544707,-17.46322892544707,-6.468568804539693,-6.468568804539693,-6.468568804539693,4.567991671708574,4.567991671708574,4.567991671708574,0.0,0.0,0.0,55.864829054772244,2021-03-03 06:00:00
2021-03-03 07:00:00,75.2287204959719,15.413725404156395,108.65300571357109,75.2287204959719,75.2287204959719,-14.473360819448528,-14.473360819448528,-14.473360819448528,-12.575353294574548,-12.575353294574548,-12.575353294574548,-6.474577791215212,-6.474577791215212,-6.474577791215212,4.576570266341229,4.576570266341229,4.576570266341229,0.0,0.0,0.0,60.75535967652337,2021-03-03 07:00:00
2021-03-03 08:00:00,75.22880587889337,18.267896043010545,111.80041322488788,75.22880587889337,75.22880587889337,-8.98371552823727,-8.98371552823727,-8.98371552823727,-7.089820755714836,-7.089820755714836,-7.089820755714836,-6.478847807997817,-6.478847807997817,-6.478847807997817,4.584953035475384,4.584953035475384,4.584953035475384,0.0,0.0,0.0,66.2450903506561,2021-03-03 08:00:00
2021-03-03 09:00:00,75.22889126181484,28.61697714892204,118.75454499372665,75.22889126181484,75.22889126181484,-2.8987639442542896,-2.8987639442542896,-2.8987639442542896,-1.0109541135567244,-1.0109541135567244,-1.0109541135567244,-6.480949500357607,-6.480949500357607,-6.480949500357607,4.593139669660041,4.593139669660041,4.593139669660041,0.0,0.0,0.0,72.33012731756055,2021-03-03 09:00:00
2021-03-03 10:00:00,75.22897664473629,35.214098480890954,125.62001492809694,75.22897664473629,75.22897664473629,3.658859450909669,3.658859450909669,3.658859450909669,5.5382140587883,5.5382140587883,5.5382140587883,-6.480484476452449,-6.480484476452449,-6.480484476452449,4.601129868573815,4.601129868573815,4.601129868573815,0.0,0.0,0.0,78.88783609564597,2021-03-03 10:00:00
2021-03-03 11:00:00,75.22906202765776,37.77303590211935,131.62443277106306,75.22906202765776,75.22906202765776,10.065320685829494,10.065320685829494,10.065320685829494,11.93348717105509,11.93348717105509,11.93348717105509,-6.477089826251523,-6.477089826251523,-6.477089826251523,4.608923341025929,4.608923341025929,4.608923341025929,0.0,0.0,0.0,85.29438271348725,2021-03-03 11:00:00
2021-03-03 12:00:00,75.22914741057923,42.70012033758895,138.55004207849885,75.22914741057923,75.22914741057923,15.440607255552802,15.440607255552802,15.440607255552802,17.294529005252837,17.294529005252837,17.294529005252837,-6.470441554668257,-6.470441554668257,-6.470441554668257,4.616519804968222,4.616519804968222,4.616519804968222,0.0,0.0,0.0,90.66975466613204,2021-03-03 12:00:00
2021-03-03 13:00:00,75.2292327935007,46.04631781781142,138.62719304050773,75.2292327935007,75.2292327935007,19.260835193622654,19.260835193622654,19.260835193622654,21.097173102458317,21.097173102458317,21.097173102458317,-6.460256896320496,-6.460256896320496,-6.460256896320496,4.623918987484833,4.623918987484833,4.623918987484833,0.0,0.0,0.0,94.49006798712335,2021-03-03 13:00:00
2021-03-03 14:00:00,75.22931817642217,54.9706514882814,144.74280354978447,75.22931817642217,75.22931817642217,21.638521963188662,21.638521963188662,21.638521963188662,23.453696836336928,23.453696836336928,23.453696836336928,-6.44629549797421,-6.44629549797421,-6.44629549797421,4.631120624825942,4.631120624825942,4.631120624825942,0.0,0.0,0.0,96.86784013961083,2021-03-03 14:00:00
2021-03-03 15:00:00,75.22940355934364,51.37744576636214,143.33765094577544,75.22940355934364,75.22940355934364,22.910584960888542,22.910584960888542,22.910584960888542,24.700819971749297,24.700819971749297,24.700819971749297,-6.428359473249559,-6.428359473249559,-6.428359473249559,4.638124462388808,4.638124462388808,4.638124462388808,0.0,0.0,0.0,98.13998852023218,2021-03-03 15:00:00
2021-03-03 16:00:00,75.22948894226509,51.979269684671785,144.41809939187448,75.22948894226509,75.22948894226509,22.947598338937404,22.947598338937404,22.947598338937404,24.708960436776806,24.708960436776806,24.708960436776806,-6.406292352560298,-6.406292352560298,-6.406292352560298,4.644930254720895,4.644930254720895,4.644930254720895,0.0,0.0,0.0,98.17708728120249,2021-03-03 16:00:00
2021-03-03 17:00:00,75.22957432518656,46.981210416955456,142.067857796216,75.22957432518656,75.22957432518656,20.979276036945322,20.979276036945322,20.979276036945322,22.7077152405386,22.7077152405386,22.7077152405386,-6.379976969132849,-6.379976969132849,-6.379976969132849,4.65153776553957,4.65153776553957,4.65153776553957,0.0,0.0,0.0,96.20885036213188,2021-03-03 17:00:00
2021-03-03 18:00:00,75.22965970810803,44.43888196526856,137.48571448862478,75.22965970810803,75.22965970810803,16.268890775035256,16.268890775035256,16.268890775035256,17.960276346479098,17.960276346479098,17.960276346479098,-6.349332339172591,-6.349332339172591,-6.349332339172591,4.657946767728747,4.657946767728747,4.657946767728747,0.0,0.0,0.0,91.49855048314329,2021-03-03 18:00:00
2021-03-03 19:00:00,75.2297450910295,40.26714860160547,132.89779252075104,75.2297450910295,75.2297450910295,9.08200822609598,9.08200822609598,9.08200822609598,10.732160793454852,10.732160793454852,10.732160793454852,-6.314309610699477,-6.314309610699477,-6.314309610699477,4.664157043340603,4.664157043340603,4.664157043340603,0.0,0.0,0.0,84.31175331712548,2021-03-03 19:00:00
2021-03-03 20:00:00,75.22983047395097,31.38178347988596,121.65725219987057,75.22983047395097,75.22983047395097,0.9805729831091551,0.9805729831091551,0.9805729831091551,2.5852917701246714,2.5852917701246714,2.5852917701246714,-6.274887170600071,-6.274887170600071,-6.274887170600071,4.670168383584553,4.670168383584553,4.670168383584553,0.0,0.0,0.0,76.21040345706012,2021-03-03 20:00:00
2021-03-03 21:00:00,75.22991585687242,23.185738782385418,115.20738920596507,75.22991585687242,75.22991585687242,-5.992389560335294,-5.992389560335294,-5.992389560335294,-4.437305135878846,-4.437305135878846,-4.437305135878846,-6.231065013310847,-6.231065013310847,-6.231065013310847,4.675980588854399,4.675980588854399,4.675980588854399,0.0,0.0,0.0,69.23752629653713,2021-03-03 21:00:00
2021-03-03 22:00:00,75.23000123979389,21.28890102166376,109.9220262703088,75.23000123979389,75.23000123979389,-10.646012103440846,-10.646012103440846,-10.646012103440846,-9.14474708526939,-9.14474708526939,-9.14474708526939,-6.182858486887513,-6.182858486887513,-6.182858486887513,4.68159346871606,4.68159346871606,4.68159346871606,0.0,0.0,0.0,64.58398913635304,2021-03-03 22:00:00
2021-03-03 23:00:00,75.23008662271536,15.800484370714056,109.60660925360713,75.23008662271536,75.23008662271536,-13.360232559248395,-13.360232559248395,-13.360232559248395,-11.916947858493009,-11.916947858493009,-11.916947858493009,-6.130291542664772,-6.130291542664772,-6.130291542664772,4.687006841909387,4.687006841909387,4.687006841909387,0.0,0.0,0.0,61.86985406346697,2021-03-03 23:00:00
2021-03-04 00:00:00,75.23017200563682,9.529844701057462,109.82239986700834,75.23017200563682,75.23017200563682,-15.55113945321844,-15.55113945321844,-15.55113945321844,-14.169970366122339,-14.169970366122339,-14.169970366122339,-6.073389623436138,-6.073389623436138,-6.073389623436138,4.692220536340037,4.692220536340037,4.692220536340037,0.0,0.0,0.0,59.67903255241838,2021-03-04 00:00:00
2021-03-04 01:00:00,75.23025738855829,14.605698808468935,102.17902734977957,75.23025738855829,75.23025738855829,-18.342355863901027,-18.342355863901027,-18.342355863901027,-17.027417921220056,-17.027417921220056,-17.027417921220056,-6.012172331780448,-6.012172331780448,-6.012172331780448,4.697234389099479,4.697234389099479,4.697234389099479,0.0,0.0,0.0,56.88790152465726,2021-03-04 01:00:00
2021-03-04 02:00:00,75.23034277147976,7.711212388525761,99.74725837148112,75.23034277147976,75.23034277147976,-21.588809009334714,-21.588809009334714,-21.588809009334714,-20.344211231089098,-20.344211231089098,-20.344211231089098,-5.946646024697101,-5.946646024697101,-5.946646024697101,4.702048246451486,4.702048246451486,4.702048246451486,0.0,0.0,0.0,53.641533762145045,2021-03-04 02:00:00
2021-03-04 04:00:00,75.23051353732268,2.9659058451654543,93.07424368199148,75.23051353732268,75.23051353732268,-24.420496490073536,-24.420496490073536,-24.420496490073536,-23.32899009048993,-23.32899009048993,-23.32899009048993,-5.802581805415771,-5.802581805415771,-5.802581805415771,4.711075405832171,4.711075405832171,4.711075405832171,0.0,0.0,0.0,50.81001704724915,2021-03-04 04:00:00
